Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,dateStatusUpdated,Primary sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,May,Shuangyashan Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Shuangyashan City, Heilongjiang Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,21.03,21.03,Cubic meters per day (in thousands),50,N/A,,Not Available,Competitive bidding,Not Available,Haerbin Wanxinglong Co. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,July,Six Wastewater Treatment Plants in Danyang City,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Danyang City, Jiangsu Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,57.2246,57.2246,Cubic meters per day (in thousands),140,N/A,,Not Available,Competitive bidding,Not Available,Asia Environment Holdings Ltd (100% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,April,Taizhou City No. 4 Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Taizhou City, Jiangsu Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,7.5,7.5,Cubic meters per day (in thousands),40,N/A,,Not Available,Competitive bidding,Not Available,Golden State Environment (100% / United States),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,March,Tangshan County Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Tangshan County, Anhui Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,5.19313,5.19313,Cubic meters per day (in thousands),25,N/A,,Not Available,Competitive bidding,Not Available,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,December,Taohua River Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Taojiang County, Hunan Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,5.00715,5.00715,Cubic meters per day (in thousands),20,N/A,,Not Available,Competitive bidding,Not Available,Lianheruntong (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,May,Xigu Wastewater Treatment BOT Project,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Lanzhou City, Gansu Province",30,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,18.598,18.598,Cubic meters per day (in thousands),100,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,October,Xinyigou Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Haerbin City, Heilongjiang Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,60,0,61.5165,61.5165,Cubic meters per day (in thousands),100,N/A,,Not Available,Competitive bidding,Not Available,North America Environmental Tech (60% / Canada),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,July,Xuancheng Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Xuancheng City, Anhui Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,10.0143,10.0143,Cubic meters per day (in thousands),50,N/A,,Not Available,Competitive bidding,Not Available,Bio-Treat Technology Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,May,Yancheng City Huijin Water Affairs Co. Ltd. ,..,Brownfield,"Rehabilitate, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Potable water treatment plant,"Yancheng City, Jiangsu Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,49,28.6123,Not Available,28.6123,Cubic meters per day (in thousands),235,N/A,,Not Available,Competitive bidding,Not Available,China Water Group Inc. (49% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,March,Yuanping City Wastewater Treatment Plant ,..,Brownfield,"Rehabilitate, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Yuanping City, Shanxi Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,17.1674,17.1674,Cubic meters per day (in thousands),50,N/A,,Not Available,Competitive bidding,Not Available,GreenTech Engineering Co. Ltd (.. / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,June,Zhejiang Deqing Water Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Potable water treatment plant,"Deqing County, Zhejiang Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,20,20,Cubic meters per day (in thousands),100,N/A,,,Direct negotiation,,Darco (100% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,October,Zhoukou City Wastewater Treatment Plant,..,Brownfield,"Rehabilitate, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Zhoukou City, Henan Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,9.299,Not Available,9.299,Cubic meters per day (in thousands),120,N/A,,Not Available,Competitive bidding,Not Available,Asia Environment Holdings Ltd (100% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,June,Zhuanghe City Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Zhuanghe City, Liaoning Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,100,0,7.50644,7.50644,Cubic meters per day (in thousands),30,N/A,,Not Available,Competitive bidding,Not Available,Dalian Dongda Environmental Engineering Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2008,June,Zhumadian Water Supply Project,..,Divestiture,Partial,Active,04/01/2009,Water and sewerage,Treatment plant,Potable water treatment plant,"Zhumadian City, Henan Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2008,51,18.2403,42.9185,61.1588,Cubic meters per day (in thousands),120,N/A,,,Direct negotiation,,China Water Group Inc. (51% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,July,Anda City Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant," Anda City, Heilongjiang Province",Not Available,Local/Municipal,Not Available,,Not Available,,,2009,100,0,28.99,28.99,Cubic meters per day (in thousands),45,N/A,,Not Available,Competitive bidding,Not Available,"Nanjing Lanshen Group (.. / China), Runtry Water Co Ltd (.. / China)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,April,Bama County Wastewater Treatment Plant ,,Greenfield project,"Build, operate, and transfer",Active,06/01/2010,Water and sewerage,Treatment plant,Sewerage treatment plant,"Bama County, Guangxi Province",30,Local/Municipal,Not Available,,Not Available,,,2009,50,0,4.43,4.43,Cubic meters per day (in thousands),15,N/A,,,Direct negotiation,,Guangxi Heng'an International Investment Co (50% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,July,Baoji Shilipu Wastewater Treatment Plant ,,Brownfield,"Rehabilitate, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Baoji City, Shannxi Province",26,Local/Municipal,Not Available,,Not Available,,,2009,100,19.85,0,19.85,Cubic meters per day (in thousands),120,N/A,,Highest price paid to government,Competitive bidding,6,Shenzhen Goldtrust Water Affairs Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,August,Changde City Jiangnan Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Changde City, Hunan Province",30,Local/Municipal,Not Available,,Not Available,,,2009,100,0,4.65,4.65,Cubic meters per day (in thousands),15,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,March,Changzhou City Wujin District Wastewater Treatment,,Management and lease contract,Lease contract,Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Wujin District, Changzhou City, Jiangsu Province",5,Local/Municipal,Not Available,,Not Available,,,2009,100,Not Applicable,Not Applicable,Not Available,Cubic meters per day (in thousands),130,N/A,,Not Available,Competitive bidding,Not Available,Shenzhen Goldtrust Water Affairs Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,September,Chenzhou City No. 3 Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Chenzhou City, Hunan Province ",26,Local/Municipal,Not Available,,Not Available,,,2009,49,0,10.25,10.25,Cubic meters per day (in thousands),45,N/A,,Not Available,Competitive bidding,Not Available,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (49% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,February,Chongqing Municipality Yuelai Water Supply Plant ,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Water Utility,Water utility without sewerage,Chongqing Municipality,30,State/Provincial,Not Available,,Not Available,,,2009,50,0,214.59,214.59,Cubic meters per day (in thousands),600,N/A,,,Direct negotiation,,"New World Development Co. Ltd. (25% / Hong Kong, China), SUEZ (25% / France)",User fees,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,April,Duyun City Wastewater Treatment Plant,,Brownfield,"Rehabilitate, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Duyun City, Guizhou Province",30,Local/Municipal,Not Available,,Not Available,,,2009,100,10.73,0,10.73,Cubic meters per day (in thousands),60,N/A,,Not Available,Competitive bidding,Not Available,Beijing Herocan Environmental Engineering Tech Co. Ltd (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,August,Gong County Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Gong County, Sichuan Province",25,Local/Municipal,Not Available,,Not Available,,,2009,51,0,7.18,7.18,Cubic meters per day (in thousands),20,N/A,,,Not Available,,Sichuan Sitong Oumei Enrionmental Engineeirng Co (51% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,January,Guangdong Zengcheng City Water Supply Company,,Divestiture,Partial,Active,,Water and sewerage,Water Utility,Water utility without sewerage,"Zengcheng City, Guangdong Province",Not Applicable,Local/Municipal,Not Available,,Not Available,,,2009,45,5.72,0,5.72,Cubic meters per day (in thousands),150,N/A,,Not Available,Competitive bidding,Not Available,Guangdong Nanfeng Group Co (36% / China),User fees,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,May,Guangxi Bobai County Wastewater Treatment Plant Project,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Bobai County, Guangxi Province",28,Local/Municipal,Not Available,,Not Available,,,2009,20,0,19.16,19.16,Cubic meters per day (in thousands),5,N/A,,,Direct negotiation,,Dongguan City Keda Industrial Investment Co (20% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,April,Guanling County and Ziyun County Wastewater Treatment Plants,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Guanling County and Ziyun County in Anshun City, Guizhou Province",30,Local/Municipal,Not Available,,Not Available,,,2009,100,0,6.8,6.8,Cubic meters per day (in thousands),8,N/A,,Not Available,Competitive bidding,Not Available,Greenland Environmental Tech Co (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,October,Hainan Wastewater Treatment Plant Portfolio Lease Agreement,,Management and lease contract,Lease contract,Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Baisha County, Chengmai County, Danzhou City, Changjiang County, Dongfang city, Dunchang Country, Le",5,State/Provincial,Not Available,,Not Available,,,2009,100,Not Applicable,Not Applicable,Not Available,Cubic meters per day (in thousands),142,N/A,,Lowest tariff,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
